"entity_id","canonical_name","source_file","source_kind","extraction_method","notes"
"500-startups","500 Startups","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"500-startups","500 Startups","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"500-startups","500 Startups","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Extracted from graph strings"
"abastra","AbAstra","canonical_entities.csv","canonical","canonical_base","graphml"
"abastra","AbAstra","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"aceleradora-litoral","Aceleradora Litoral","canonical_entities.csv","canonical","canonical_base","graphml"
"aceleradora-litoral","Aceleradora Litoral","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"aerialoop","Aerialoop","canonical_entities.csv","canonical","canonical_base","graphml"
"aerialoop","Aerialoop","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"agree","Agree","canonical_entities.csv","canonical","canonical_base","graphml"
"agree","Agree","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"agroforte","Agroforte","canonical_entities.csv","canonical","canonical_base","graphml"
"agroforte","Agroforte","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Agrojusto","Agrojusto","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Agrojusto","Agrojusto","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Aictive","Aictive","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Aictive","Aictive","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"air-capital","AIR Capital","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"air-capital","AIR Capital","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"air-capital","AIR Capital","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"air-capital","AIR Capital","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"algaebio","algaebio+","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"algaebio","algaebio+","canonical_entities.csv","canonical","canonical_base","graphml"
"algaebio","algaebio+","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"AlgaLife","AlgaLife","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"AlgaLife","AlgaLife","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Alkemio","Alkemio","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Alkemio","Alkemio","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"altscore","Altscore","canonical_entities.csv","canonical","canonical_base","graphml"
"altscore","Altscore","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Alytix","Alytix","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Alytix","Alytix","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"amai-proteins","Amai Proteins","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"amai-proteins","Amai Proteins","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"amplify-dynamics","Amplify Dynamics","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"amplify-dynamics","Amplify Dynamics","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Antarka","Antarka","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Antarka","Antarka","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Antom","Antom","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Antom","Antom","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"Antom","Antom","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Antom","Antom","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"Apasomics","Apasomics","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Apasomics","Apasomics","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"APEXzymes","APEXzymes","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"APEXzymes","APEXzymes","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"aplife-biotech","Aplife Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"aplife-biotech","Aplife Biotech","canonical_entities.csv","canonical","canonical_base","graphml"
"aplife-biotech","Aplife Biotech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"aplife-biotech","Aplife Biotech","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Aquit","Aquit","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Aquit","Aquit","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"arakion","Arakion","canonical_entities.csv","canonical","canonical_base","graphml"
"arakion","Arakion","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"arcomedLab","arcomedLab","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"arcomedLab","arcomedLab","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"ardan","Ardan","canonical_entities.csv","canonical","canonical_base","graphml"
"ardan","Ardan","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"ardan-pharma","Ardan Pharma","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"ardan-pharma","Ardan Pharma","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"argenTAG","argenTAG","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"argenTAG","argenTAG","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Armenta","Armenta","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Armenta","Armenta","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"arqlite","Arqlite","canonical_entities.csv","canonical","canonical_base","graphml"
"arqlite","Arqlite","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"auravant","Auravant","canonical_entities.csv","canonical","canonical_base","graphml"
"auravant","Auravant","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Auth0","Auth0","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Auth0","Auth0","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales Universidades Fondos Startups.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"Auth0","Auth0","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"avatar-medtech","AVaTAR MedTech","canonical_entities.csv","canonical","canonical_base","graphml"
"avatar-medtech","AVaTAR MedTech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"avatar-medtech","AVaTAR MedTech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"avatar-medtech","AVaTAR MedTech","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Ayuvant","Ayuvant","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Ayuvant","Ayuvant","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"bacu","BACU","canonical_entities.csv","canonical","canonical_base","graphml"
"bacu","BACU","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"bago","Bago","canonical_entities.csv","canonical","canonical_base","graphml"
"bago","Bago","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"beam-croptech","BEAM CropTech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"beam-croptech","BEAM CropTech","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Beeflow","Beeflow","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Beeflow","Beeflow","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales Universidades Fondos Startups.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"Beeflow","Beeflow","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"bee-technology","Bee Technology","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"bee-technology","Bee Technology","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Bifidice","Bifidice","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Bifidice","Bifidice","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"BioBlends","BioBlends","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"BioBlends","BioBlends","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"biocl","BioCl","canonical_entities.csv","canonical","canonical_base","graphml"
"biocl","BioCl","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"biodiversity-intelligence","Biodiversity Intelligence","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"biodiversity-intelligence","Biodiversity Intelligence","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Bioeutectics","Bioeutectics","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Bioeutectics","Bioeutectics","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales Universidades Fondos Startups.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"Bioeutectics","Bioeutectics","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Biogea","Biogea","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Biogea","Biogea","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"bioheuris","Bioheuris","canonical_entities.csv","canonical","canonical_base","graphml"
"bioheuris","Bioheuris","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"biome-resources","Biome Resources","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"biome-resources","Biome Resources","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"BioMetallum","BioMetallum","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"BioMetallum","BioMetallum","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Bionirs","Bionirs","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Bionirs","Bionirs","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"bioplaster-research","BioPlaster Research","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"bioplaster-research","BioPlaster Research","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"bioplaster-research-inc","BioPlaster Research Inc","canonical_entities.csv","canonical","canonical_base","graphml"
"bioplaster-research-inc","BioPlaster Research Inc","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Bioplastix","Bioplastix","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Bioplastix","Bioplastix","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"bioseek","Bioseek","canonical_entities.csv","canonical","canonical_base","graphml"
"bioseek","Bioseek","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"biosynaptica","BioSynaptica","canonical_entities.csv","canonical","canonical_base","graphml"
"biosynaptica","BioSynaptica","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Biotalife","Biotalife","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Biotalife","Biotalife","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Bitgenia","Bitgenia","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Bitgenia","Bitgenia","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"BitMEX","BitMEX","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"BitMEX","BitMEX","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"bleps-vision","Bleps Vision","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"bleps-vision","Bleps Vision","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"Blerify","Blerify","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Blerify","Blerify","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"blue-horizon","Blue Horizon","canonical_entities.csv","canonical","canonical_base","graphml"
"blue-horizon","Blue Horizon","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"botanical-solutions","Botanical Solutions","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"botanical-solutions","Botanical Solutions","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"branch-energy","Branch Energy","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"branch-energy","Branch Energy","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"BreakPET","BreakPET","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"BreakPET","BreakPET","canonical_entities.csv","canonical","canonical_base","graphml"
"BreakPET","BreakPET","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"BreakPET","BreakPET","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"brinc","Brinc","canonical_entities.csv","canonical","canonical_base","graphml"
"brinc","Brinc","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"brinc","Brinc","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"brinc","Brinc","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
"brinc","Brinc","ecosystem_institution_candidates.csv","institution_candidates","rich_graph_extracted","Extracted from graph strings"
"bsafe-biotech","Bsafe Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"bsafe-biotech","Bsafe Biotech","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"ByBug","ByBug","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"ByBug","ByBug","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"calfix","Calfix","canonical_entities.csv","canonical","canonical_base","graphml"
"calfix","Calfix","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"calice","Calice","canonical_entities.csv","canonical","canonical_base","graphml"
"calice","Calice","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"Caligenia","Caligenia","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"Caligenia","Caligenia","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"CargoProduce","CargoProduce","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"CargoProduce","CargoProduce","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"caspr-biotech","Caspr Biotech","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"caspr-biotech","Caspr Biotech","canonical_entities.csv","canonical","canonical_base","graphml"
"caspr-biotech","Caspr Biotech","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"caspr-biotech","Caspr Biotech","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"cellco","CellCo","canonical_entities.csv","canonical","canonical_base","graphml"
"cellco","CellCo","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"cell-farm","Cell Farm","canonical_entities.csv","canonical","canonical_base","graphml"
"cell-farm","Cell Farm","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales Universidades Fondos Startups.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"cell-farm","Cell Farm","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"CellRep","CellRep","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"CellRep","CellRep","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"Cellva","Cellva","canonical_entities.csv","canonical","canonical_base","nodes_csv"
"Cellva","Cellva","nodoseco.csv","historical","csv_node_table","core_capital_graph"
"chileglobal-ventures","ChileGlobal Ventures","canonical_entities.csv","canonical","canonical_base","manual_external"
"circa-therapeutics","Circa Therapeutics","canonical_entities.csv","canonical","canonical_base","graphml"
"circa-therapeutics","Circa Therapeutics","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"CIRCCLO","CIRCCLO","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"CIRCCLO","CIRCCLO","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"circular","Circular","canonical_entities.csv","canonical","canonical_base","graphml"
"circular","Circular","latam_coinvest_network_v3.graphml","historical","graphml_nodes","core_coinvest_graph"
"CITES","CITES","canonical_entities.csv","canonical","canonical_base","nodes_csv|graphml"
"CITES","CITES","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales.gephi","historical","gephi_string_signal","historical_rich_graph_signal"
"CITES","CITES","nodoseco.csv|latam_coinvest_network_v3.graphml","historical","csv_node_table|graphml_nodes","core_capital_graph|core_coinvest_graph"
"CITES","CITES","Ecosistema Startups Materiales Universidades Fondos Startups 426112025.gephi|Ecosistema Startups Materiales.gephi","historical_clean","gephi_string_signal","historical_rich_graph_signal"
