"entity_type","entity_id","entity_name","pipeline_state","scope_decision","review_status","quality_band","data_quality_score_10","source_type","source_url","structured_country","capital_edge_count","needs_source","needs_scope_decision","needs_country","needs_quality_upgrade","needs_capital_edge","priority_score"
"startup","egg","Egg","exclude_confirmed","exclude","reviewed","medium","7","external_profile","https://www.thecompanycheck.com/company/b/egg/9xjv91mufoaes1t4s","AR","2","False","False","False","False","False","0"
"startup","endless","Endless","ready_for_analysis","exclude","seeded","medium","8","candidate_website_from_user_csv","https://endlessos.org","US","0","False","False","False","False","False","0"
"startup","ethos","Ethos","exclude_confirmed","exclude","reviewed","medium","7","official_website","https://www.ethos.vc/","US/Latam","1","False","False","False","False","False","0"
"startup","eureka","Eureka","exclude_confirmed","exclude","reviewed","medium","8","public_website","https://eurekamomentsfactory.com/","","2","False","False","False","False","False","0"
"startup","falcomm","Falcomm","exclude_confirmed","exclude","reviewed","medium","8","public_company_profile","https://techcrunch.com/startup-battlefield/company/falcomm/","","2","False","False","False","False","False","0"
"startup","flexza","Flexza","exclude_confirmed","exclude","reviewed","medium","8","public_company_profile","https://www.linkedin.com/company/hola-flexza/","","0","False","False","False","False","False","0"
"startup","gbm","GBM","exclude_confirmed","exclude","reviewed","medium","7","official_website","https://gbm.com/","MX","2","False","False","False","False","False","0"
"startup","ini","INI","exclude_confirmed","exclude","reviewed","medium","7","external_news_profile","https://www.forbesargentina.com/innovacion/como-ini-unica-fintech-region-procesa-pagos-internet-n36586","AR","1","False","False","False","False","False","0"
"startup","lia_aeospace","LIA Aeospace","exclude_confirmed","exclude","reviewed","medium","7","official_website","https://lia-aerospace.com/","AR","0","False","False","False","False","False","0"
"startup","lupeon","Lupeon","exclude_confirmed","exclude","reviewed","medium","7.5","secondary_public_profile","https://www.cbinsights.com/company/lupeon","BR","1","False","False","False","False","False","0"
"startup","mabloc","Mabloc","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://www.mabloc.com/","BR","0","False","False","False","False","False","0"
"startup","mentatech","MentaTech","exclude_confirmed","exclude","reviewed","medium","7","public_company_signal","https://es.linkedin.com/posts/mentatech_partnerspotlight-ticketing-innovation-activity-7389643498267901954-Er8i","AR","1","False","False","False","False","False","0"
"startup","novo_space","NOVO SPACE","exclude_confirmed","exclude","reviewed","medium","7.5","official_website","https://www.novo.space/","AR/US","0","False","False","False","False","False","0"
"startup","openlayer","Openlayer","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://www.openlayer.com/about","","0","False","False","False","False","False","0"
"startup","quantum_south","Quantum South","exclude_confirmed","exclude","reviewed","medium","7","official_website","https://quantum-south.com/","UY","0","False","False","False","False","False","0"
"startup","retrypay","Retrypay","exclude_confirmed","exclude","reviewed","medium","8","external_profile","https://www.f6s.com/retrypay","","1","False","False","False","False","False","0"
"startup","ruedata","Ruedata","exclude_confirmed","exclude","reviewed","medium","7","official_website","https://ruedata.com/","CO/AR","1","False","False","False","False","False","0"
"startup","sensei","Sensei","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://www.sensei.tech/","","1","False","False","False","False","False","0"
"startup","skyloom","Skyloom","exclude_confirmed","exclude","reviewed","medium","7.5","official_website","https://www.skyloom.co/","US/AR","4","False","False","False","False","False","0"
"startup","stradot","Stradot","exclude_confirmed","exclude","reviewed","medium","7","external_profile","https://www.crunchbase.com/organization/stradot","FR/AR","2","False","False","False","False","False","0"
"startup","verge_ag","Verge Ag","exclude_confirmed","exclude","reviewed","medium","8","official_website","https://vergeag.com/blog/post/sp-ventures-invests-in-verge-ag1","CA","1","False","False","False","False","False","0"
"startup","vmind","VMind","exclude_confirmed","exclude","reviewed","medium","8","public_company_profile","https://www.f6s.com/company/vmind","","2","False","False","False","False","False","0"
"startup","aloi","Aloi","exclude_confirmed","exclude","reviewed","high","8.5","official_website","https://aloi.tech/","US/Latam","0","False","False","False","False","False","-5"
"startup","auth0","Auth0","exclude_confirmed","exclude","reviewed","high","8.5","official_website","https://auth0.com/","","2","False","False","False","False","False","-5"
"startup","capim","Capim","exclude_confirmed","exclude","reviewed","high","8.5","official_website","https://capim.com.br/","BR","0","False","False","False","False","False","-5"
"startup","geofusion","Geofusion","exclude_confirmed","exclude","reviewed","high","8.5","official_website","https://geofusion.com.br/quem-somos/","BR","1","False","False","False","False","False","-5"
"startup","oneinfinite","OneInfinite","exclude_confirmed","exclude","reviewed","high","8.5","official_website","https://www.oneinfinite.la/en","AR","2","False","False","False","False","False","-5"
"startup","teramot","Teramot","exclude_confirmed","exclude","reviewed","high","8.5","linkedin_company_profile","https://www.linkedin.com/company/teramot","AR","1","False","False","False","False","False","-5"
"startup","webee","Webee","exclude_confirmed","exclude","reviewed","high","8.5","official_website","https://www.webee.io/","US/AR","1","False","False","False","False","False","-5"
"startup","wisy","Wisy","exclude_confirmed","exclude","reviewed","high","8.5","official_website","https://wisy.ai/home/","US/AR","1","False","False","False","False","False","-5"
